"This file (cmr-smslareunion-tei-v1-answers.csv) collects the answers to the questionnaire ""cmr-smslareunion-tei-v1-questionnaire.pdf"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;SEXE;AGE;LG_MAT_S;LG_MAT_C;LG_MAT_F;LG_MAT_O;LG_MAT_OTXT;LG_HOME_S;LG_HOME_C;LG_HOME_F;LG_HOME_O;LG_HOME_OTXT;LG_FRIEND_S;LG_FRIEND_C;LG_FRIEND_F;LG_FRIEND_O;LG_FRIEND_OTXT;LG_JOB_S;LG_JOB_C;LG_JOB_F;LG_JOB_O;LG_JOB_OTXT;STUDIES;STUDIES_TYPE;JOB;ZIP_HOME;ZIP_JOB;SMS_TIME;COUNT_WEEK;DICO;CHAT;FORUM;MAIL;WEB;DEST_JEUX;DEST_AMIS;DEST_FAM;DEST_COLL;DEST_O;DEST_OTXT;LG_DEST;LG_DESTF_S;LG_DESTF_C;LG_DESTF_F;LG_DESTF_O;LG_DESTF_OTXT;LG_DESTCON_S;LG_DESTCON_C;LG_DESTCON_F;LG_DESTCON_O;LG_DESTCON_OTXT;LG_DESTFAM_S;LG_DESTFAM_C;LG_DESTFAM_F;LG_DESTFAM_O;LG_DESTFAM_OTXT;LG_DESTCOL_S;LG_DESTCOL_C;LG_DESTCOL_F;LG_DESTCOL_O;LG_DESTCOL_OTXT;LG_DESTO_O;LG_DESTO_OTXT;DECODE;LG_SMS_NO;LG_SMS_FR;LG_SMS_CR;LG_SMS_O;LG_SMS_OTXT;LG_MIX;LG_MIX_S;LG_MIX_C;LG_MIX_F;LG_MIX_O;LG_MIX_OTXT;H_LEC;LEC_T_JOU;LEC_T_BD;LEC_T_WEB;LEC_T_SONG;LEC_T_BOOK;LEC_T_O;LEC_T_OTXT;LEC_CR;LEC_CR_JOU;LEC_CR_BD;LEC_CR_WEB;LEC_CR_SONG;LEC_CR_BOOK;LEC_CR_O;LEC_CR_OTXT;REDAC;REDAC_MOTS;REDAC_TRA;REDAC_JI;REDAC_O;REDAC_OTXT;REDAC_COMMENT;REDAC_CR;REDAC_CR_COMMENT;POB_PARTICIP;POB_COMMENT;FORM_DATE
cmr-slr-c001-p0224;m;13;;yes;yes;;;;yes;yes;;;;yes;;;;;;yes;;;col;g;proflib;97470;97437;more5;5to10;no;rare;regul;jms;regul;5;4;3;2;1;a ma famille surtout a mes amis;yes;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;;;fac;;;yes;;;yes;;yes;yes;;;1;yes;yes;yes;yes;;;;yes;yes;;yes;;;;;yes;yes;;;;;Mi ecris des mot pour des fille ou des pti delire!!!!;no;;0692456972,0692618258,0692353481,0692471876,0692352569,0692141315,0692759891,0692542927,0692579294;slt;31/05/2008 09:13
cmr-slr-c001-p0225;m;43;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac3;g;admin;97490;97400;1to3;5to10;yes;jms;jms;rare;jms;0;2;1;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;yes;;;;;no;;;;;;1;yes;;;;;yes;documents de travail;yes;;;;;;yes;messages SMS et mail;yes;;;;yes;rapports d'activité sociale (AS);professionnel tous les jours cinq rapports par jour en moyenne;yes;des sms ou des mails ou des courriers à des amis;;J'écris en français. J'essaie de ne pas faire de fautes pour la clarté de mon message.;31/05/2008 18:39
cmr-slr-c001-p0226;f;35;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac5;g;enssec;97419;97460;1to3;5to10;no;regul;jms;tsjours;jms;4;2;1;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;6;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;commentaires;"professionnel
quatre heures par jour";no;;;jamais en orthographe oralisé;01/06/2008 09:56
cmr-slr-c001-p0227;f;32;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac5;g;cadre;97400;97490;1to3;5to10;no;regul;rare;tsjours;rare;4;2;1;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;3;;;yes;;;yes;documents de travail;yes;yes;;;;;;;no;;;;;;;no;;;vite fait, bien fait;02/06/2008 08:33
cmr-slr-c001-p0228;m;20;;yes;;;;;yes;;;;;yes;yes;yes;anglais tamoul;;;yes;;;bac1;g;sans;97424;97490;more5;10to20;no;rare;jms;rare;rare;3;1;2;0;4;ma petite amie;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;anglais;1;yes;;yes;;;;;no;;;;;;;;no;;;;;;;no;;;je dirait que je n'ai pas de regle particulière;02/06/2008 14:10
cmr-slr-c001-p0229;f;25;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac5;g;sans;97430;;more5;20to50;yes;jms;rare;tsjours;rare;4;1;1;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;yes;;;yes;;;yes;;yes;;;yes;;;yes;yes;yes;;yes;cours, devoirs;deux pages par jour environ;no;;0692659150,0692241090,0692099152;bref,clair et si possible en français correct;02/06/2008 14:57
cmr-slr-c001-p0230;f;22;;yes;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac5;g;sans;97436;97490;more5;10to20;no;tsjours;rare;regul;rare;5;1;2;0;0;;yes;;yes;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;yes;;;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;yes;;;;yes;;;;yes;yes;yes;;;;à l'université pour prendre des notes tous les jours et égalemnt pour faire des fiches de lectures des livres...;yes;avce des amis pour écrire des petit mots pendant le cours ou bien pour écrire des chansons en créoles;;"si je n'ai pas beaucoup de choses à dire, j'essaye de tout écrire mais sinon je dois écrire beaucoup j'économise les lettre et utulise les abrévations mais cela dépend du type de destinataires, amis ou familles. je sais si il comprebd toutes mes abrévations ou pas.
";02/06/2008 15:04
cmr-slr-c001-p0231;f;20;;;yes;;;;;yes;;;;yes;yes;;;;;yes;;;bac2;g;sans;97438;97490;more5;20to50;no;tsjours;jms;regul;rare;5;1;3;2;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;Lettres de motivations, lettres personnelles;no;;;Rapidement, en essayant d'ètre la plus concise possible dans le souci de ne pas dépasser un seul sms! ;02/06/2008 16:20
cmr-slr-c001-p0232;m;22;;;yes;;;;yes;yes;;;;yes;;;;;yes;yes;;;bac;g;cadre;97470;97470;more5;50to100;yes;jms;regul;tsjours;rare;5;2;3;4;1;ma cherie;yes;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;;;;no;;;;;;;;no;;;;;;;no;;;quand les sms sont payant je fait le plus court possible;02/06/2008 17:14
cmr-slr-c001-p0233;f;18;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;;;;bac1;g;sans;97400;97400;more5;20to50;no;tsjours;regul;regul;rare;3;1;2;0;0;;yes;;yes;yes;;;;yes;yes;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;yes;anglais;2;;;yes;yes;;;;no;;;;;;;;yes;;;;yes;poemes,histoires;pour dvelopper ma créativité et quand l'inspiration me vien;no;;;cela dépend des personnes a qui j'écris. je n'utilise pas les memes abréviations avec tout le monde;03/06/2008 07:59
cmr-slr-c001-p0234;m;28;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac5;g;sans;97438;97438;more5;less5;no;jms;jms;rare;jms;4;1;2;3;5;autres;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;no;;;;;;1;yes;;;;;;;no;;;;;;;;no;;;;;;;no;;;Assez rapidement;03/06/2008 16:54
cmr-slr-c001-p0235;m;14;;yes;yes;;;;yes;;;;;yes;;;;;yes;;;;col;g;sans;97450;97450;1to3;5to10;no;rare;regul;rare;jms;4;1;2;3;0;;yes;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;;fac;;yes;yes;;;no;;;;;;1;yes;yes;yes;;;;;yes;yes;;;yes;;;;yes;yes;;;;;pour discuter ou faire asser une info souvent;yes;souvent;;j'ecrit de la maniére la plus simple;04/06/2008 12:42
cmr-slr-c001-p0236;f;36;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac;p;admin;97420;97420;more5;less5;no;regul;jms;tsjours;rare;4;1;2;3;5;à des professionnelles ( pour divers services);yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;envoie des messages par intranet;no;;692618419,1;de manière abrégée;04/06/2008 20:18
cmr-slr-c001-p0237;f;19;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97470;97400;more5;20to50;yes;regul;jms;regul;regul;5;2;4;3;1;mon petit ami;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;yes;;yes;;;;;no;;;;;;;;yes;yes;;;;;je note le planning de mes journées ;no;;0693043582,0692753688,0692663823;J'écris les sms en abréviant un maximum quitte à faire des fautes d'orthographe afin de réduire le nombre de caractères car plus il y a de caractères plus l'opérateur augmente le prix du sms.;04/06/2008 22:14
cmr-slr-c001-p0238;f;18;;yes;yes;;;;yes;;;;;yes;;;;;yes;yes;;;col;p;sans;97400;97490;more5;more100;no;tsjours;rare;tsjours;jms;5;1;2;3;4;petit copain;yes;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;;;yes;yes;;;;yes;yes;;yes;yes;;;;yes;yes;yes;yes;;;parce que j'aime écrire et cela régulièrement;yes;des textes des lettres;0692137908,0692729287,0692633018;un jeu d'enfant pour les acros du sms !;06/06/2008 07:00
cmr-slr-c001-p0239;f;46;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;admin;97438;97400;1to3;less5;no;jms;jms;tsjours;regul;0;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;yes;;;;yes;anglais;2;;;yes;;yes;;;no;;;;;;;;yes;yes;yes;;;;"post-it ""pense-bête""
courriers administratifs";no;;;"élimination des lettres inutiles phonétiquement (ex: tu couds = tu cou ; ils chantaient => ils chantè)
remplacement d'une syllabe par une lettre quand phonétiquement c'est similaire (dans ce cas j'écris la lettre en majuscule ; ex: j'ai => G ; demain = 2M1)
abréviations (ex: message = msg, bonjour = bjr)";06/06/2008 09:46
cmr-slr-c001-p0240;f;17;;;yes;;;;;yes;;;;;yes;;;;;yes;;;lyc;g;sans;97411;97460;3to5;20to50;no;regul;rare;regul;rare;4;1;2;3;5;radio;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;;yes;yes;evec del'espagnol;5;yes;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;;yes;Poèmes;Régulierement pour passer le temps, pour échanger, garder le contact et u niveau des poèmes... me catharciser;no;;;"J'use de ce code uniquement pour éviter de payer le prix de deux SMS, par conséquent réduire le nombre de lettres...
Autrement j'ai beaucoup de mal à tolérer ce langage qui tend à déformer la langue française";06/06/2008 10:16
cmr-slr-c001-p0241;m;30;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac3;g;enspm;97470;;3to5;5to10;no;rare;rare;regul;jms;1;2;3;4;5;connaissances;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;moy;;;yes;;;yes;;yes;yes;;;2;yes;;;yes;yes;;;yes;;;;yes;;;;yes;yes;;;;;professionnelle ( 4/semaine);no;;;Comme je le sens;06/06/2008 14:24
cmr-slr-c001-p0242;m;19;;;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac;g;sans;97418;;3to5;20to50;no;regul;regul;regul;jms;0;1;2;3;0;;yes;;yes;yes;yes;anglais;;yes;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;yes;anglais;yes;;yes;yes;yes;anglais;1;yes;;yes;yes;yes;yes;des livres de cours;no;;;;;;;;yes;yes;yes;yes;yes;lettres;Entretenir mon niveau en français, et parceque j'aime écrire. Trois heures par semaine environ.;no;;692095070;Rapide et comme les mots s'entendent!;06/06/2008 16:53
cmr-slr-c001-p0243;m;18;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97417;97400;3to5;10to20;no;regul;regul;regul;rare;4;3;1;2;0;;yes;;;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;;;;yes;;yes;yes;;;0.5;yes;;;;yes;;;no;;;;;;;;yes;yes;yes;;yes;Cours!!!;Tous les jours, pour apprendre et s'instruire!;no;;692703514;;06/06/2008 17:32
cmr-slr-c001-p0244;f;22;;;yes;;;;yes;;;;;yes;yes;;;;;yes;;;bac2;g;sans;97490;97400;more5;10to20;no;rare;jms;regul;rare;3;1;2;0;0;;yes;;yes;yes;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;"echanges avec autres personnes
prise de notes
transmissions d'information
de façon frequente";no;;692360930,1;les mots les plus courts possibles pour en dire le plus en un seul sms;06/06/2008 18:05
cmr-slr-c001-p0245;f;19;;yes;;;;;;yes;;;;;yes;;;;;yes;;;bac1;g;sans;97435;97490;more5;more100;no;jms;regul;tsjours;jms;0;1;2;0;0;;yes;;;yes;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;no;;;;;;5;yes;;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;yes;;;avec des amis en métropole afin de garder un petit coté traditionnel ;no;;;essayer de rentrer le plus de mots possible dans un seul message, cad raccourcir le plus possible tout les mots quitte a utiliser des chiffres;06/06/2008 21:00
cmr-slr-c001-p0246;f;18;;yes;;;;;yes;;;;;yes;;;;;;yes;;;bac1;g;sans;97426;97450;more5;10to20;no;regul;regul;regul;rare;3;1;2;5;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;;;1;;;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;;;08/06/2008 19:26
cmr-slr-c001-p0247;m;18;;yes;yes;;;;yes;;;;;yes;;;;;;yes;;;bac1;g;sans;97450;97430;1to3;10to20;no;tsjours;rare;regul;jms;5;1;2;3;0;;yes;;yes;;;;;yes;yes;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;;yes;yes;;;;;no;;;;;;;;yes;yes;;;;;pour ma chérie au moin une fois par mois;no;;692546254;je mélange français et créole et je met souvent des abréviations;09/06/2008 06:49
cmr-slr-c001-p0248;f;23;;yes;yes;;;;yes;;;;;yes;;;;;;yes;;;bac3;g;sans;97450;97430;more5;10to20;no;tsjours;rare;regul;jms;5;1;2;3;0;;yes;;yes;;;;;yes;yes;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;;;pour ma chérie au moin une fois par mois;no;;692570628;je mélange français et créole et je met souvent des abréviations;09/06/2008 06:54
cmr-slr-c001-p0249;m;23;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac2;g;sans;97430;;more5;50to100;no;tsjours;tsjours;tsjours;jms;3;1;4;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;espagnol, anglais;5;;;yes;;;;;no;;;;;;;;no;;;;;;;no;;;En abréviations;09/06/2008 09:36
cmr-slr-c001-p0250;f;26;;;yes;;;;;yes;;;;;yes;;;;;yes;;;bac5;g;enssec;97400;7400;more5;5to10;no;rare;jms;tsjours;jms;0;1;2;0;3;Professeur d'une activité;no;;;;;;;;;;;;;;;;;;;;;;;moy;yes;;;;;no;;;;;;2;yes;yes;yes;yes;yes;;;no;;;;;;;;yes;yes;;;;Listes diverses, préparation de cours pour les élèves, correction de copies;"But des listes : ne pas oublier
des petits mots: faire plaisir
des cours : professionnel
fréquence : 2 à 3 heures par jour";no;;;J'essaye de concilier au maximum le respect de la langue française et la taille maximum d'un sms pour ne pas avoir à en payer un deuxième pour poursuivre le message. J'utilise depuis un an l'écriture automatique qui est rapide et efficace mais qui provoque parfois quelques fautes. J'aurai du mal à m'en passer maintenant (des SMS et de l'écriture automatique).Souvent j'aime prendre le temps de dire tout ce que je veux dire, au détriment de la brieveté.;10/06/2008 16:23
cmr-slr-c001-p0251;f;19;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97441;;more5;5to10;no;tsjours;rare;tsjours;jms;0;1;2;3;0;;yes;;yes;yes;;;;;yes;;;;yes;yes;;;;;yes;;;;;fac;yes;;;;;yes;;yes;yes;;;4;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;yes;yes;Cours;"Dans le but de prendre des notes lors de mes cours! 
Dans le but de marquer mes souvenirs pour mon journal intime";no;;692734858,1;"J'écris souvent mes sms selon la phonétique des mots, j'utilise des  aussi bien les chiffres et les lettres...
Exemple: ""demain"" devient ""2m1""";10/06/2008 19:33
cmr-slr-c001-p0252;f;48;;;yes;;;;;yes;yes;Espagnol;;;yes;;;;;yes;;;bac5+;g;enssec;97400;97400;3to5;10to20;no;rare;rare;regul;jms;4;2;1;3;0;;yes;;;yes;;;;;yes;;;;;yes;;;;;;yes;Espagnol;;;moy;;yes;;;;yes;;;yes;yes;Anglais - Espagnol;2;yes;;;;yes;;;no;;;;;;;;yes;;yes;;yes;Chèques!!!;Tous les jours! (ou preque!);no;;;Le plus lisiblement possible!;10/06/2008 20:34
cmr-slr-c001-p0253;f;49;;yes;;;;;yes;yes;;;;yes;yes;;;;;yes;;;col;g;sans;97432;;more5;10to20;yes;jms;jms;regul;rare;4;2;1;3;5;rien;yes;;yes;yes;yes;abréviation ;;;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;;;;no;;;;;;;;no;;;;;;;no;;692998961;le plus souvent j'écris avec le dictionnaire pour aller plus vite sa m'arrive d'ecrire en abréjé.;11/06/2008 10:17
cmr-slr-c001-p0254;f;18;;yes;;;;;yes;;;;;yes;yes;;;;;yes;;;bac1;g;sans;97460;97450;more5;50to100;no;rare;rare;tsjours;regul;4;1;2;3;5;maman;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;;;;no;;;;;;;;yes;yes;;;;;Passer le temps si je m'ennuie très régulièrement.;yes;pour lé amis proches;693039613,1;de façon que ce soi compréhensible pour mon destinataire ...;11/06/2008 16:57
cmr-slr-c001-p0255;f;18;;yes;;;;;yes;;;;;yes;yes;;;;;yes;;;bac1;g;sans;97460;97450;more5;50to100;no;rare;rare;tsjours;regul;4;1;2;3;5;maman;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;;;moy;;yes;yes;;;yes;;yes;yes;;;1;yes;;yes;;;;;no;;;;;;;;yes;yes;;;;;Passer le temps si je m'ennuie très régulièrement.;yes;pour lé amis proches;;de façon que ce soi compréhensible pour mon destinataire ...;11/06/2008 17:08
cmr-slr-c001-p0256;f;37;;yes;;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac;g;admin;97418;97430;more5;5to10;no;jms;jms;regul;jms;0;1;2;3;0;;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;yes;;;no;;;;;;;;yes;yes;;;yes;mise à jour de fichiers des administrés.;professionnel 3h à 4h par jour;no;;692283646,1;avec le moins de lettres possible, et phonétiquement.;14/06/2008 14:01
cmr-slr-c001-p0257;f;18;;yes;;;;;;yes;;;;yes;yes;;;;;yes;;;lyc;g;proflib;97440;97470;more5;more100;no;regul;rare;rare;rare;2;1;1;3;5;forum;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;moy;;yes;yes;yes;anglais;yes;;yes;yes;yes;anglais,allemand;1;yes;;yes;yes;yes;;;yes;;;;yes;yes;;;yes;yes;yes;yes;;;prendre des notes, donner un message;yes;envoi des messages écris;692985736,1;les mots les plus abrégé possible de facon à fair rentré le plus de mots;15/06/2008 15:49
cmr-slr-c001-p0258;f;36;;;yes;;;;;yes;yes;"la question indique ""autre langue"". je ne suis donc pas censée recocher ici. ";;;yes;yes;même remarque que plus haut;;;yes;;;bac5;g;cadre;97490;97490;1to3;less5;no;jms;rare;tsjours;jms;0;1;2;3;0;;no;;;;;;;;;;;;;;;;;;;;;;;fac;;yes;;;;no;;;;;;3;yes;;yes;;yes;yes;des rapports, des études;no;;;;;;;;yes;yes;;;yes;notes, annotations;pour mieux mémoriser, à chaque lecture ou réunion;no;;692318281;laborieusement;17/06/2008 07:48
cmr-slr-c001-p0259;f;18;;yes;;;;;;yes;;;;yes;yes;;;;;yes;;;bac1;g;sans;97440;97490;more5;more100;yes;jms;jms;jms;rare;3;1;2;0;0;;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;;;;yes;;yes;yes;;;1;yes;;yes;;;;;yes;;yes;;;;;;yes;yes;;yes;;;pour me soulager, ou parce que je suis inspirée! ( ou bien parce que je suis en cours )presque tous les jours ;no;;;j'évite de faire des fautes, je n'ai pas de style particulier, j'écris en abrégé pour économiser de la place mais je suis loin d'arriver au langage sms pur et dur!;17/06/2008 12:14
cmr-slr-c001-p0260;f;22;;yes;;;;;;yes;;;;yes;yes;;;;;yes;yes;ANGLAIS;bac1;g;sans;97434;97470;more5;more100;no;jms;regul;tsjours;rare;4;1;3;2;0;;yes;;yes;;;;;yes;;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;4;yes;yes;yes;;yes;;;yes;;yes;;;;;;yes;yes;;;;;POEME UNE FOIS PAR SEMAINE;no;;692173329;SIMPLE, RAPIDE, CLAIR, EN ABRÉGÉ POUR PRENDRE MOINS DE PLACE;18/06/2008 14:41
cmr-slr-c001-p0261;f;17;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;lyc;g;sans;97490;97400;more5;more100;no;tsjours;jms;regul;regul;5;2;3;4;1;mon chéri;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;yes;;;;yes;;;yes;yes;;;;yes;yes;;;;;des moukatages, tous les jours;yes;en cours;692469896;j'écris avec beaucoup d'abréviations;18/06/2008 20:19
cmr-slr-c001-p0262;f;14;;;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;col;g;sans;97419;97419;less1;10to20;no;tsjours;jms;tsjours;jms;5;1;2;0;0;;yes;;yes;yes;yes;Anglais;;;yes;;;;yes;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;yes;Anglais, Allemand;3;;;yes;yes;yes;;;no;;;;;;;;yes;yes;yes;;;;"Pour ne pas oublier ou correspondre
Tous les jours";no;;;De manière rapide et le plus clair possible;24/06/2008 13:26
cmr-slr-c001-p0263;m;18;;;yes;;;;yes;;;;;yes;;;;;yes;;;;lyc;p;ouv;97420;97420;more5;50to100;no;tsjours;regul;tsjours;rare;4;3;2;5;1;ma chérie;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;yes;;yes;yes;;;2;yes;;yes;;;;;no;;;;;;;;no;;;;;;;yes;komen i lé;;en abrégé pa virgul.avc 1 main et sans regarD le clavié;25/06/2008 06:49
cmr-slr-c001-p0264;f;32;;yes;;;;;;yes;;;;yes;yes;;;;yes;yes;;;bac3;g;admin;97400;97490;more5;20to50;yes;rare;rare;tsjours;rare;4;1;2;3;5;chaînes;no;;;;;;;;;;;;;;;;;;;;;;;moy;;yes;yes;;;no;;;;;;3;;;yes;;;;;yes;;;;yes;;;;yes;;yes;;;;écriture de rapport et/ ou note administrative;no;;0692436200,0692436199,0689949009,0692267559;j'utilise l'écriture intuitive, pratique et plus rapide que les multiples manipulations des touches, cependant lorsque le sms est vraiment très long de peur que la réception ne soit pas bonne, je réduis les caractères pour une écriture plus phonétique. Cependant je ne maitrise pas vraiment le langage dit SMS, cela me demande trop de réflexion;25/06/2008 12:22
cmr-slr-c001-p0265;m;18;;yes;;;;;;yes;;;;yes;yes;;;;;yes;;;bac;g;sans;97430;97430;more5;more100;no;jms;jms;jms;jms;0;1;2;0;0;;yes;;yes;;;;;;yes;;;;;yes;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;0;;;;;;yes;la bible ;no;;;;;;;;no;;;;;;;no;;;J'écris en abrégé le plus possible ;25/06/2008 19:14
cmr-slr-c001-p0266;m;30;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;bac4;g;enssec;97400;97490;more5;less5;no;rare;jms;rare;jms;3;1;2;4;5;Télévision;yes;;yes;yes;;;;yes;yes;;;;yes;yes;;;;;yes;;;;;moy;;yes;;;;yes;;yes;yes;;;1;;;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;;;28/06/2008 17:16
cmr-slr-c001-p0267;m;23;;yes;;;;;yes;yes;;;;yes;yes;;;;yes;yes;;;bac1;g;sans;97470;97490;more5;more100;no;regul;tsjours;tsjours;jms;5;2;3;4;1;MA PETITE AMIE;yes;;yes;;;;;;yes;;;;yes;;;;;;yes;;;;;fac;;yes;yes;;;yes;;yes;yes;;;3;yes;;yes;;yes;;;no;;;;;;;;no;;;;;;;no;;692229470,1;LE MOINS DE MOTS POSSIBLE;30/06/2008 12:06
